Original_Order,Eastings,Northings2
28710,489265,412086
28742,489265,412086
28865,489265,412086
28168,487620,412089
27920,489069,412090
27921,489069,412090
27922,489069,412090
29086,489069,412090
29236,489069,412090
29267,489069,412090
29348,489069,412090
29481,489069,412090
29650,489069,412090
46350,489069,412090
28079,490039,412091
29025,489109,412093
28049,489101,412094
28249,488975,412095
28573,488975,412095
28505,489071,412096
28628,489071,412096
29102,488888,412098
29291,489130,412098
28615,488973,412099
28499,489066,412106
28986,489015,412106
29457,489066,412106
29458,489066,412106
28096,489128,412107
28823,488959,412108
29560,488959,412108
29470,489065,412110
29471,489065,412110
29508,489065,412110
28980,489111,412112
27761,489368,412113
28053,489368,412113
28123,489368,412113
28448,489368,412113
28907,489368,412113
29294,489368,412113
29687,489368,412113
28307,487340,412114
5364,474739,412115
29516,489125,412115
27702,487464,412117
27859,487464,412117
27899,487464,412117
28040,487464,412117
28454,487464,412117
29035,487464,412117
29042,487464,412117
29261,487464,412117
29421,487464,412117
29553,487464,412117
27955,488533,412118
28227,488534,412120
27918,489263,412121
28117,488972,412121
28267,489113,412121
28705,489263,412121
29117,489113,412121
29127,489263,412121
29588,489113,412121
46268,489113,412121
27892,489097,412122
28020,489097,412122
28177,489292,412122
28341,489097,412122
28416,489097,412122
28722,489122,412122
28814,489097,412122
28960,489097,412122
29147,489097,412122
29549,489122,412122
29608,489122,412122
29633,489097,412122
44553,489122,412122
27812,489122,412123
28862,489134,412123
29238,487409,412123
28726,487508,412124
28727,487508,412124
28775,487508,412124
28776,487508,412124
28804,487508,412124
28956,487508,412124
27667,489178,412129
27802,489183,412130
28360,489062,412130
28398,489183,412130
29452,489062,412130
29724,488807,412130
44053,488807,412130
27686,488842,412133
28767,489205,412133
28768,489205,412133
29440,489205,412133
29441,489205,412133
27820,488957,412134
29265,488911,412134
28837,489210,412136
28085,488945,412137
29327,489236,412138
29581,489246,412140
29110,489355,412144
29111,489355,412144
28413,489198,412147
28777,489198,412147
29394,489198,412147
27757,489038,412150
27779,489038,412150
27916,489038,412150
28200,489038,412150
28298,489038,412150
28396,489038,412150
28495,489038,412150
28557,489038,412150
28843,489038,412150
29734,489038,412150
29766,489038,412150
29775,489038,412150
29776,489038,412150
29777,489038,412150
29780,489038,412150
29782,489038,412150
29790,489038,412150
29796,489038,412150
29797,489038,412150
29799,489038,412150
29801,489038,412150
29802,489038,412150
29803,489038,412150
29804,489038,412150
29806,489038,412150
29807,489038,412150
29808,489038,412150
29815,489038,412150
29821,489038,412150
29823,489038,412150
29831,489038,412150
29836,489038,412150
29837,489038,412150
29838,489038,412150
29839,489038,412150
29842,489038,412150
29845,489038,412150
29846,489038,412150
29850,489038,412150
27867,487349,412153
27986,489290,412158
28679,489303,412161
27789,488689,412162
27881,488976,412162
29096,489192,412162
29122,489192,412162
29034,488704,412164
29057,488758,412168
29060,488758,412168
27739,489323,412170
27863,489541,412170
27901,489054,412173
29169,489238,412173
5214,474859,412175
29437,488079,412176
27782,488856,412177
28269,488856,412177
28488,488856,412177
27774,488995,412179
27818,488892,412179
27847,488995,412179
28349,488892,412179
28498,488892,412179
28800,488995,412179
28871,488892,412179
29369,488892,412179
29417,488892,412179
29644,488995,412179
5014,477722,412181
29245,488993,412183
5054,483153,412187
4953,477580,412194
4981,477580,412194
28004,489094,412198
29587,488900,412200
27807,488965,412201
27909,488965,412201
27968,488965,412201
27997,488965,412201
29064,488965,412201
29542,488965,412201
29741,488965,412201
27872,489173,412205
29818,487892,412206
5050,479453,412208
5402,477676,412209
28094,489866,412209
28450,489866,412209
28541,489866,412209
29663,489866,412209
46317,489866,412209
27965,487482,412211
28192,487482,412211
28516,487482,412211
28536,487482,412211
28537,487482,412211
29158,487482,412211
29371,487482,412211
29486,487482,412211
29547,487482,412211
29566,487482,412211
29637,487482,412211
29714,487482,412211
29791,489217,412216
28129,488951,412220
28132,488951,412220
28663,489195,412222
28664,489195,412222
29603,488756,412224
27664,488988,412227
28155,488985,412227
29689,488985,412227
28073,488988,412229
28695,488985,412229
28858,488985,412229
28981,488985,412229
28983,488985,412229
29006,488988,412229
29075,488988,412229
27749,488790,412231
27780,488790,412231
27832,488790,412231
28041,488790,412231
28690,488790,412231
28415,487381,412233
29680,489130,412241
28006,489156,412244
29787,488532,412252
29841,488532,412252
27999,488600,412255
28623,488600,412255
29107,488600,412255
29304,488600,412255
29318,488600,412255
29489,488600,412255
29574,488600,412255
29599,488600,412255
29737,488600,412255
28886,488600,412256
5212,477751,412257
28046,488754,412260
28689,488754,412260
28721,488754,412260
29376,488963,412272
29627,488963,412272
5181,476984,412275
5237,476984,412275
27682,487344,412278
27828,490217,412292
28297,489208,412299
28697,489208,412299
29115,489208,412299
29187,489208,412299
29443,489208,412299
29673,489208,412299
29674,489208,412299
29675,489208,412299
29676,489208,412299
29677,489208,412299
29678,489208,412299
29679,489208,412299
28223,488857,412302
29757,488857,412302
46209,488857,412302
28844,488221,412305
29108,488221,412305
29365,488221,412305
28787,488754,412307
44620,487754,412309
28701,488222,412314
28446,489393,412315
29311,487405,412316
27771,488973,412331
28549,488973,412331
29386,488973,412331
28417,488978,412332
29436,489031,412335
5013,476930,412342
5371,476930,412342
29721,488697,412355
27934,488674,412357
29070,488674,412357
27725,488694,412362
27888,488694,412362
27889,488694,412362
28562,488856,412363
27666,488353,412372
28119,487355,412373
28686,487355,412373
29116,487355,412373
27678,488319,412375
27776,488319,412375
27785,488319,412375
27786,488319,412375
27882,488319,412375
28166,488319,412375
28207,488319,412375
28257,488319,412375
28617,488319,412375
29005,488319,412375
29239,488319,412375
29335,488319,412375
29446,488319,412375
29447,488319,412375
29536,488319,412375
29582,488319,412375
28326,489259,412376
29121,489197,412380
29123,489197,412380
27979,488752,412382
27980,488752,412382
29063,487836,412389
29592,488584,412392
28995,488889,412395
29738,488505,412399
29751,488505,412399
29444,489083,412400
28013,489003,412406
28114,488970,412406
28452,489113,412406
29463,489003,412406
29584,488970,412406
19990,487011,412407
20017,487011,412407
28274,488985,412407
28356,488985,412407
20124,487400,412409
20140,487400,412409
20141,487400,412409
29234,488994,412414
29565,488994,412414
19748,487056,412422
19980,487345,412423
29423,489125,412436
44055,489125,412436
5118,477000,412437
20195,486907,412441
20208,486914,412441
20209,486907,412441
5377,476980,412443
27684,488976,412443
28090,489213,412443
5115,476999,412446
5253,476999,412446
29209,488854,412446
29211,488854,412446
29221,489007,412447
28850,488676,412449
29263,488676,412449
29593,488676,412449
19822,486910,412452
19846,486897,412453
29210,488891,412455
19931,486954,412459
29789,488768,412459
5217,477055,412463
27878,489030,412463
27994,489030,412463
28016,488377,412469
28017,488377,412469
28019,488377,412469
28669,488377,412469
28874,488377,412469
28875,488377,412469
28946,488377,412469
29164,488377,412469
28182,488974,412471
28184,488974,412471
39729,509351,412471
28367,488423,412473
27697,488785,412474
27715,488785,412474
19795,486958,412477
19838,486958,412477
27971,489027,412477
27883,489045,412478
20129,487014,412479
19832,486979,412480
19833,486979,412480
29298,489214,412480
5119,477272,412483
5120,477272,412483
20118,486959,412485
29367,489017,412486
29515,489017,412486
4945,477267,412487
4962,477267,412487
5003,477267,412487
5010,477267,412487
5011,477267,412487
5030,477267,412487
5043,477267,412487
5195,477267,412487
29206,489249,412487
28745,488785,412490
28824,488750,412490
19862,487034,412491
20023,487002,412491
28212,488568,412493
27958,488967,412494
28211,488973,412494
29604,488553,412494
29606,488553,412494
5223,476958,412495
20096,486925,412498
28419,487686,412498
28714,488264,412500
28717,488264,412500
28815,488871,412500
29442,488264,412500
29550,488871,412500
41479,486915,412500
4973,476953,412502
4974,476953,412502
20188,487419,412503
20117,487293,412504
5271,477217,412508
28676,488428,412508
5335,477224,412511
19987,486965,412511
19859,487139,412512
44083,488213,412512
20212,487003,412513
4985,477155,412515
5422,477174,412516
19911,487210,412517
20181,486909,412517
28821,488326,412518
29544,488317,412519
29128,489127,412521
29150,489127,412521
28921,488291,412522
4948,476937,412526
5321,477640,412526
29612,488973,412526
20229,487217,412528
20230,487217,412528
20231,487217,412528
28277,488767,412533
28648,488767,412533
28728,488767,412533
28832,488767,412533
29120,488767,412533
27952,487501,412536
27991,487501,412536
28577,487501,412536
5389,476929,412537
28303,489026,412538
17218,503462,412540
5339,476961,412543
28344,488972,412544
28700,488977,412544
29535,488967,412544
19998,486933,412550
5017,477188,412554
5024,477188,412554
5028,477188,412554
5370,477188,412554
5294,476931,412558
4946,477394,412560
5075,477394,412560
5121,477394,412560
5326,477394,412560
5067,477112,412563
5098,477112,412563
5319,477116,412565
28891,489110,412567
28892,489110,412567
29085,488887,412568
5051,477125,412569
28758,488447,412575
29743,489227,412577
5088,477094,412578
5183,477444,412581
29105,488967,412581
29124,488967,412581
28116,488976,412582
29478,489152,412583
17744,495200,412584
28258,488677,412586
19928,487255,412587
19929,487255,412587
28520,488257,412588
29416,488257,412588
29537,488257,412588
20154,487126,412592
5340,476996,412600
29093,488535,412601
29094,488535,412601
28916,489002,412604
5140,477591,412605
29538,489173,412606
27841,488851,412614
27849,488851,412614
28596,489022,412614
28644,489022,412614
4941,477211,412616
5332,476933,412617
28198,488335,412620
5132,477117,412622
28730,488967,412631
5418,477033,412633
29040,488977,412633
29045,488977,412633
4964,477054,412634
5026,477054,412634
5064,477054,412634
5065,477054,412634
5255,477081,412637
103119,523273,412637
4989,477370,412639
5313,477370,412639
4936,477162,412642
4937,477162,412642
4947,477162,412642
5109,477162,412642
27708,489048,412644
27857,489081,412660
4969,477623,412663
4970,477623,412663
5009,477623,412663
5256,477623,412663
5325,477623,412663
5367,477356,412664
19968,487270,412677
19969,487270,412677
28518,488780,412679
5182,477026,412683
5145,477225,412688
5163,477225,412688
28718,488779,412689
20189,487176,412690
29313,488746,412691
44057,488849,412691
5348,477253,412711
31063,477023,412712
20192,487286,412715
19746,486974,412716
19948,487389,412727
19784,487211,412729
5283,476858,412730
5295,476858,412730
5357,477166,412733
19740,487390,412736
4986,477371,412739
5105,477371,412739
28201,488663,412740
28457,488663,412740
28494,488663,412740
28691,488663,412740
28808,488663,412740
28997,488663,412740
29131,488663,412740
5322,477369,412745
5431,477369,412745
41519,487061,412747
19976,487313,412748
19957,487398,412749
19958,487398,412749
27829,488777,412750
51116,519392,412750
51120,519392,412750
29564,488848,412751
4999,477271,412755
5037,477018,412755
5038,477271,412755
5078,477271,412755
5079,477271,412755
5186,477018,412755
4938,477328,412756
4955,477327,412756
5066,476999,412756
4982,476876,412757
19850,487012,412763
28063,488633,412766
28649,488633,412766
28693,488633,412766
28694,488633,412766
28708,488633,412766
28965,488633,412766
29316,488633,412766
29336,488633,412766
29401,488633,412766
29558,488633,412766
5099,477279,412768
5153,477279,412768
5154,477279,412768
5167,477279,412768
5168,477279,412768
29586,488629,412769
28966,488593,412773
29149,488593,412773
29567,488593,412773
4944,477295,412774
5056,477295,412774
5137,477295,412774
5240,477295,412774
20183,487473,412776
5106,477239,412777
5107,477239,412777
4939,477023,412778
28354,488677,412778
28387,488677,412778
28400,488677,412778
28519,488677,412778
28868,488677,412778
28870,488677,412778
28878,488677,412778
28938,488677,412778
28939,488677,412778
28967,488677,412778
28968,488677,412778
28994,488677,412778
29026,488677,412778
29031,488677,412778
29079,488677,412778
29145,488677,412778
29159,488677,412778
29160,488677,412778
29200,488677,412778
29205,488677,412778
29226,488677,412778
29269,488677,412778
29580,488677,412778
29695,488677,412778
29746,488677,412778
29747,488677,412778
29750,488677,412778
5086,476942,412779
5096,476942,412779
5372,476942,412779
5373,476942,412779
4977,477327,412780
5015,477327,412780
5059,477327,412780
5135,477327,412780
5147,477327,412780
5156,477327,412780
5157,477327,412780
5403,477327,412780
5404,477327,412780
5410,477327,412780
4979,477025,412781
29023,489373,412783
51117,519445,412786
5042,477284,412789
5296,477284,412789
5297,477284,412789
5287,476995,412797
29800,489271,412798
51113,519414,412802
5060,477263,412805
4997,477203,412808
5036,477320,412811
5069,477320,412811
5302,477320,412811
5336,477320,412811
5133,477268,412821
5134,477268,412821
5252,477015,412824
4942,477116,412827
5269,477092,412827
5343,477092,412827
4975,477328,412829
4980,477328,412829
5039,477328,412829
5305,477328,412829
5398,477147,412831
5029,477165,412834
5304,477322,412842
4968,477262,412845
5006,477262,412845
5141,476968,412846
5142,476968,412846
5080,477263,412849
5411,477328,412863
28300,489355,412871
5318,477395,412877
5257,477064,412880
29473,489274,412898
29496,489274,412898
29500,489274,412898
5300,477100,412900
29233,488665,412915
5040,477333,412926
5314,477323,412926
5317,477323,412926
29847,489237,412926
29748,488661,412936
5236,477190,412945
5358,477364,412959
5012,477004,412965
5227,477797,412965
5280,477734,412967
5334,477734,412967
5225,477809,412971
5245,477116,412987
5378,477042,412987
5187,477284,412994
5171,477651,412998
5172,477651,412998
5179,477651,412998
4934,477244,413008
4951,477253,413008
4954,477253,413008
5000,477239,413008
5379,477429,413016
5380,477429,413016
28585,488102,413045
5261,477696,413056
5412,477187,413059
5180,477251,413064
5230,477251,413064
31315,477191,413074
28118,488443,413075
27768,487623,413077
28285,487623,413077
5126,477268,413082
5127,477268,413082
5178,477268,413082
5337,477264,413099
5341,477264,413099
5342,477264,413099
5394,477264,413099
5395,477264,413099
5400,477264,413099
28774,488664,413103
50975,521284,413108
50976,521284,413108
51069,521284,413108
28851,490090,413110
5374,477218,413123
5046,477172,413127
5093,477172,413127
5102,477172,413127
5130,477172,413127
5220,477172,413127
5384,477172,413127
5417,477172,413127
5383,477618,413135
5385,477618,413135
5413,477618,413135
5415,477618,413135
29657,487689,413137
5208,477178,413139
5209,477178,413139
5210,477178,413139
5211,477178,413139
5008,477459,413154
4967,477297,413167
27985,487663,413172
28010,487663,413172
28900,487663,413172
5095,477202,413175
5111,477202,413175
5347,477202,413175
4940,477811,413183
27973,488489,413189
5293,477100,413200
28002,487622,413201
39572,509398,413212
39573,509398,413212
5160,477167,413224
4971,477807,413230
39734,510003,413235
5382,477368,413239
28652,488708,413254
5188,477375,413262
5250,477375,413262
1,446889,413266
28098,487863,413270
27679,487862,413272
5019,477256,413308
5049,477256,413308
5263,477256,413308
5264,477256,413308
5162,477400,413314
5432,477253,413317
5433,477253,413317
5434,477253,413317
5435,477253,413317
5320,477278,413334
5074,477309,413339
5090,477309,413339
5174,477309,413339
5175,477309,413339
5221,477309,413339
5246,477309,413339
5277,477309,413339
5298,477309,413339
5152,477326,413344
5159,477155,413358
5429,477092,413363
5442,477098,413366
28456,488672,413368
4990,477151,413371
5440,477353,413396
5316,477080,413401
5368,477079,413417
28386,488761,413429
29061,488761,413429
29081,488761,413429
29154,488761,413429
29499,488761,413429
29685,488761,413429
29763,488761,413429
5265,477323,413535
51038,514605,413574
29820,489400,413600
24135,514536,413625
51033,514644,413634
50235,514648,413638
51118,517357,413641
50285,514655,413642
50557,520554,413648
28316,488379,413653
28668,488379,413653
29062,488379,413653
29078,488379,413653
29519,488379,413653
28866,488377,413654
28869,488377,413654
50297,514447,413662
50615,514447,413662
16752,501598,413670
50358,514481,413673
20131,486266,413681
50738,514751,413728
50574,518525,413729
50820,518525,413729
39430,511500,413733
17198,501625,413745
50744,514729,413748
50237,518535,413768
50238,518535,413768
51072,518535,413768
62619,518535,413768
16862,501497,413769
4933,478244,413781
16984,501489,413782
29228,489127,413785
50487,520780,413792
17012,501572,413839
5076,478522,413852
50576,517715,413860
51102,514663,413860
27821,489155,413867
50947,514694,413878
50225,514710,413882
50857,514710,413882
50221,518210,413883
50354,518210,413883
50577,518360,413900
50959,518360,413900
51014,518360,413900
50195,518327,413912
51127,521173,413940
50646,517665,413955
50460,518337,413983
5071,475761,413998
5073,475761,413998
50845,517000,414000
50536,516415,414003
50751,521130,414003
72280,518107,414013
50922,517781,414015
50923,517781,414015
50755,521297,414028
93354,490327,414030
93356,490327,414030
93357,490327,414030
50405,517702,414034
50267,518301,414038
50467,518301,414038
50331,517788,414056
51034,517788,414056
19773,490508,414058
19774,490508,414058
19925,490508,414058
17583,490372,414068
17596,490372,414068
17609,490372,414068
17602,490769,414074
50177,517808,414096
50900,518370,414105
50322,517635,414123
5173,485203,414135
5365,485463,414143
50515,518831,414144
5289,485645,414150
50492,517955,414150
50494,517955,414150
50564,517955,414150
50647,518824,414161
50770,518316,414162
50899,518316,414162
50462,518936,414164
50489,518936,414164
50563,518393,414175
51105,519032,414177
50310,517572,414179
50236,519126,414181
50302,518916,414181
50349,519126,414181
50519,519126,414181
50529,519126,414181
50637,519126,414181
50639,519126,414181
50640,519126,414181
50641,519126,414181
50642,519126,414181
50794,519126,414181
50818,519126,414181
51057,519126,414181
51106,519126,414181
51114,519126,414181
50167,519070,414185
50216,519070,414185
50362,519070,414185
50450,519070,414185
50516,519070,414185
50983,518916,414186
50162,519098,414190
50274,519098,414190
50282,518796,414190
50296,519098,414190
50785,519098,414190
50786,519098,414190
50878,519098,414190
50542,519169,414198
50715,519169,414198
50858,519169,414198
50860,519169,414198
50918,519169,414198
50932,519169,414198
51041,519169,414198
50712,518937,414199
50829,519008,414199
50896,519008,414199
50997,519008,414199
50665,519017,414200
50729,519017,414200
50290,519136,414204
50357,519136,414204
50657,519080,414205
50613,518407,414208
50943,518407,414208
50433,518362,414210
50589,518362,414210
51009,518853,414210
51080,519187,414210
50745,518905,414212
50374,519216,414214
50219,518905,414217
50740,518854,414217
50761,518854,414217
50988,518854,414217
50865,519166,414221
50361,518903,414224
50447,518259,414224
50543,518259,414224
50214,517857,414232
50445,517857,414232
50597,519185,414232
51018,517857,414232
50170,519150,414233
50636,519150,414233
4978,485730,414234
51056,518781,414235
59739,518781,414235
50287,519123,414236
50289,518255,414237
4446,518220,414242
50199,519106,414242
50207,519106,414242
50246,519106,414242
50247,519106,414242
50271,519106,414242
50582,518220,414242
50674,519006,414244
50500,518366,414245
50789,519104,414248
62456,519104,414248
50867,518978,414249
50268,517818,414251
50308,519035,414252
50653,518439,414253
50527,518460,414254
50334,519040,414255
50176,518835,414259
50178,518835,414259
50206,518835,414259
50215,518835,414259
50153,519165,414261
50184,519165,414261
50185,519165,414261
50255,519165,414261
50257,519165,414261
50383,519165,414261
50387,519165,414261
50389,519165,414261
50540,519165,414261
50541,519165,414261
50610,519165,414261
50223,519195,414262
50503,519195,414262
50512,519195,414262
50766,519195,414262
50767,519195,414262
50813,519195,414262
50248,518775,414263
50249,518775,414263
50316,518775,414263
50385,518775,414263
50461,518947,414264
50791,519004,414264
50898,518947,414264
50319,518973,414268
50329,518973,414268
50330,518973,414268
50375,519068,414268
50416,518773,414270
50689,518832,414272
50881,518832,414272
50977,518863,414272
51098,518832,414272
51016,519042,414275
50945,519068,414276
62532,518794,414278
50244,519047,414279
50345,519047,414279
50687,519047,414279
50693,519047,414279
50228,516993,414281
50559,519054,414283
50301,518395,414284
50328,518395,414284
50348,518395,414284
50437,518754,414284
50477,518883,414284
50501,517974,414284
50558,518883,414284
50560,518883,414284
50561,518883,414284
50570,518883,414284
50603,518395,414284
50727,518395,414284
50756,518883,414284
51008,517974,414284
51012,517974,414284
50413,518829,414287
50481,518829,414287
50679,518829,414287
50905,518915,414289
50833,517394,414291
50931,518921,414291
51071,518921,414291
50366,517259,414292
50264,519021,414293
50435,519021,414293
51051,518393,414293
51052,518393,414293
50168,518753,414295
50226,518477,414295
50245,518477,414295
50505,518477,414295
50996,518753,414295
50229,517306,414303
50190,518560,414304
50726,519159,414307
50321,517553,414312
50417,517553,414312
50566,517553,414312
50967,519092,414313
51123,517905,414313
50220,519059,414314
50409,517513,414314
51089,518964,414316
50359,517721,414317
50360,517721,414317
50189,517394,414318
50614,518772,414318
50666,518772,414318
25719,518779,414320
50398,518779,414320
50739,518779,414320
51023,518779,414320
51026,518779,414320
50355,519090,414323
51060,517476,414328
50230,518549,414329
50880,519028,414329
51058,518964,414329
51059,518964,414329
59901,518964,414329
50872,519147,414331
29793,488872,414332
72286,518931,414334
72413,518931,414334
72414,518931,414334
72415,518931,414334
8761,518880,414337
51078,518880,414337
50779,519002,414339
50340,518685,414340
50797,518929,414340
50798,518929,414340
50800,518929,414340
50801,518929,414340
50862,517688,414342
51122,517433,414342
50309,519005,414343
50456,519005,414343
50476,519005,414343
50478,519005,414343
50479,519005,414343
51039,517672,414343
51099,517672,414343
51100,517672,414343
51040,518391,414344
51085,518391,414344
50280,519074,414347
50796,519074,414347
50823,517699,414347
50502,517708,414350
50730,517705,414350
50731,517705,414350
50677,519045,414352
50390,519026,414353
50620,517409,414354
50652,517409,414354
50656,517409,414354
50159,519070,414355
50457,518834,414356
50458,518834,414356
50871,517606,414357
50412,518490,414359
50893,518986,414359
50210,518238,414360
50393,518238,414360
50425,518238,414360
50426,518238,414360
50548,518238,414360
50586,518238,414360
50825,518238,414360
50827,518238,414360
50842,518238,414360
50847,518238,414360
50848,518238,414360
50890,518238,414360
50952,518238,414360
51010,518238,414360
51055,518238,414360
51081,518238,414360
51104,518238,414360
50173,519126,414362
50211,517555,414362
50293,517555,414362
50314,517555,414362
50379,517555,414362
50442,517555,414362
50534,517555,414362
50535,517555,414362
50537,517555,414362
50538,517555,414362
50673,517555,414362
50815,517555,414362
50692,518852,414363
50924,517559,414363
50934,518852,414363
50935,518852,414363
50938,518879,414363
51028,518852,414363
51101,518852,414363
50279,517444,414365
50793,518916,414365
50218,518794,414367
50260,518794,414367
50474,518794,414367
50554,518711,414367
50662,518794,414367
50714,518986,414367
50722,518986,414367
50904,518986,414367
50957,518986,414367
51030,518794,414367
51107,518794,414367
59774,518986,414367
50315,518853,414368
50161,518798,414369
50441,518806,414369
50463,518806,414369
50391,517864,414374
51068,521728,414374
50524,518944,414382
50645,518929,414382
50164,519013,414383
50790,518981,414383
50627,517395,414384
50869,517639,414384
50428,518900,414385
50163,518817,414386
50507,518817,414386
50509,518817,414386
50217,521929,414387
50193,517264,414389
50196,517264,414389
50197,517264,414389
50254,520908,414389
51066,519104,414399
50365,519082,414401
50702,518680,414402
50704,518680,414402
51065,519086,414404
51111,518924,414407
51125,518833,414407
50337,519095,414408
50341,519095,414408
50373,519095,414408
50422,519095,414408
50423,519095,414408
50464,519095,414408
50606,519095,414408
50668,519095,414408
50669,519095,414408
50809,517925,414408
50810,517925,414408
50811,517925,414408
50632,518403,414409
50200,519036,414412
50283,519036,414412
50619,519036,414412
51015,518930,414412
50891,517337,414414
50681,518936,414416
50894,517269,414419
50396,519028,414423
50459,519028,414423
50583,518636,414423
50830,517809,414424
50453,519066,414425
51042,517296,414425
51007,518206,414426
50278,519072,414429
50397,518052,414430
50546,519024,414430
50911,517487,414434
50530,518315,414438
50411,518787,414440
50466,518400,414440
50517,517563,414440
50605,518760,414440
50617,517563,414440
50451,517984,414441
50408,517878,414446
50347,518435,414449
50649,517822,414449
50533,518194,414452
51094,517559,414457
50624,517601,414459
51097,518697,414462
50368,518193,414466
50650,518950,414467
50707,518153,414467
50824,518950,414467
51048,518950,414467
50421,518889,414468
50775,518753,414474
50970,517859,414477
50431,518148,414479
50327,517594,414482
50183,518376,414483
50351,518922,414486
50212,518962,414495
50575,518962,414495
50593,518962,414495
50600,518962,414495
50638,518962,414495
50765,518962,414495
50821,517710,414506
50822,517710,414506
50208,517992,414515
50332,517546,414515
51025,518358,414515
50960,518318,414516
50670,518656,414526
50671,518656,414526
50427,518815,414530
50992,517100,414533
50371,517234,414535
50343,517155,414536
50344,517155,414536
50406,518897,414536
50407,518897,414536
50511,518155,414539
20228,486028,414540
17621,491183,414543
17622,491183,414543
39561,510945,414544
39562,510945,414544
50682,517877,414545
50683,517877,414545
50684,517877,414545
50602,518909,414547
50239,518915,414551
50256,518915,414551
50483,518923,414559
50667,518993,414563
50604,517574,414565
50634,517574,414565
50754,517574,414565
50927,517574,414565
50949,517574,414565
50989,517574,414565
50991,517574,414565
50993,517574,414565
50594,517991,414566
50261,518369,414567
50352,518369,414567
50556,518369,414567
50585,518215,414568
50700,518215,414568
50762,518215,414568
50954,518181,414571
50737,518944,414572
50155,517939,414575
50156,517939,414575
50676,518852,414577
39724,510487,414578
39284,510561,414582
39354,510561,414582
39604,510455,414584
50440,517430,414586
39438,510468,414587
50866,518249,414588
39359,510522,414593
50539,517103,414595
50963,517103,414595
50381,517806,414600
39502,510465,414601
39631,510551,414603
39634,510551,414603
39635,510551,414603
39578,510464,414605
39649,510464,414605
39656,510464,414605
39682,510464,414605
39683,510464,414605
50306,518834,414605
50227,518800,414608
50468,517365,414609
50469,517365,414609
39410,510549,414612
50488,518927,414613
50778,518927,414613
50160,518397,414615
50181,518397,414615
50232,518397,414615
50311,518397,414615
50313,518397,414615
50336,518397,414615
50380,518397,414615
50384,518396,414615
50452,518397,414615
50465,518397,414615
50599,518397,414615
50621,518397,414615
50705,518397,414615
50803,518396,414615
50856,518397,414615
50902,518397,414615
50908,518397,414615
50913,518397,414615
50953,518397,414615
51027,518397,414615
51050,518397,414615
51061,518397,414615
51083,518397,414615
50531,517300,414620
50717,517300,414620
50768,517300,414620
50956,517300,414620
50633,518632,414624
50307,518195,414625
51074,518318,414625
50607,518746,414628
50849,518322,414628
39440,510787,414630
50258,518450,414636
51079,517503,414639
39446,510755,414640
39644,510755,414640
39647,510755,414640
50498,518804,414643
50525,518804,414643
51029,518901,414647
50826,518682,414648
50157,517176,414650
50816,517877,414659
39299,510496,414661
50187,518713,414661
50471,518713,414661
50832,518852,414661
50250,518150,414668
50251,518150,414668
50265,518150,414668
50346,518150,414668
50551,518150,414668
50552,518150,414668
50631,518150,414668
50926,517973,414668
50987,518150,414668
50222,518287,414671
50224,518287,414671
50284,518287,414671
39442,510618,414673
50165,518778,414675
50166,518778,414675
50888,517407,414683
39295,510961,414684
39352,510513,414684
39585,510513,414684
50291,516944,414686
50752,518270,414687
50840,518271,414687
50491,516987,414693
59817,517110,414693
50338,518266,414695
39603,510400,414700
51124,518452,414703
51115,518453,414704
51121,518453,414704
39419,510979,414705
39614,510979,414705
50174,517860,414707
50475,517860,414707
51091,518237,414709
50404,518266,414710
50243,518182,414711
50430,518182,414711
50432,518182,414711
50553,518182,414711
50618,518182,414711
50965,518182,414711
50772,519528,414712
50294,518256,414713
50706,518302,414713
50191,518422,414714
50771,518422,414714
50914,520281,414717
20239,486407,414719
50403,518290,414723
51126,517843,414723
39503,510508,414726
39505,510508,414726
50802,516984,414727
50192,518356,414729
50568,518356,414729
50569,518356,414729
50571,518356,414729
50598,518356,414729
50651,518356,414729
50697,518356,414729
50787,518356,414729
50873,518356,414729
50514,518327,414730
50521,518327,414730
50950,518290,414732
51084,517649,414735
50424,518342,414736
50443,518614,414736
50518,518244,414736
50520,518244,414736
50936,518342,414736
50937,518342,414736
50804,518834,414738
39483,510330,414743
50179,517557,414743
50990,518247,414743
50472,518235,414744
50473,518235,414744
50688,517442,414746
50690,517442,414746
39496,510425,414749
50198,518261,414749
50710,517919,414750
50748,518829,414750
39275,510474,414752
39318,510474,414752
39320,510474,414752
39486,510474,414752
39589,510474,414752
39287,510483,414753
39386,510487,414753
39510,510483,414753
39518,510487,414753
39498,510507,414756
39499,510507,414756
50205,518230,414757
50317,517442,414757
17563,495017,414762
17564,495017,414762
39721,510518,414768
50635,518983,414781
51032,518983,414781
39607,510542,414782
39340,511479,414791
50852,518501,414798
50342,518000,414800
50523,517659,414803
50286,519993,414806
50694,519993,414806
50378,517479,414809
51119,518347,414813
50292,518833,414814
17545,493184,414815
50799,518652,414815
39289,511012,414820
50253,518389,414820
50262,517988,414822
50263,517988,414822
50269,517988,414822
51017,517988,414822
51044,517988,414822
39329,510398,414824
39330,510398,414824
39375,510398,414824
39390,510398,414824
39514,510703,414824
50252,518734,414827
50695,519964,414829
50696,519964,414829
51110,518416,414829
19903,488177,414835
50941,518206,414837
50968,518206,414837
50969,518206,414837
50701,519964,414838
50499,519950,414839
50579,519950,414839
62542,519950,414839
50844,518852,414840
51047,518852,414840
